DATAEMISSAO;CODIGOCLIENTE;DESCRICAOCLIENTE;CODIGOGRUPOPRODUTO;DESCRICAOGRUPOPRODUTO;CODIGOPRODUTO;NOMEPRODUTO;TIPOFATURAMENTO;DESCRICAOTIPOFATURAMENTO;VOLUME;VALORLIQUIDO;MES
2025-12-23;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;13;COMPRA;913;4975.85;Dezembro
2025-12-23;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013068;Cervejas Especiais de Trigo;10003720;Cerveja Weiss Trigo Dunkel 500ml;1;VENDA;520;5512.0;Dezembro
2025-12-23;10004212;DISTRIBUIDORA PORTAL DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;1998;16703.28;Dezembro
2025-12-23;10004215;CENTRAL DE SUPRIMENTOS DE BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1593;30043.98;Dezembro
2025-12-23;10004216;DISTRIBUIDORA VIVA BEBIDAS;90013059;Bebidas Ice e Cooler;10016993;Cooler de Vinho Rosé 750ml;1;VENDA;815;14042.45;Dezembro
2025-12-23;10004219;SUPRIMENTOS MASTER BEBIDAS;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;1319;22884.65;Dezembro
2025-12-23;10004219;SUPRIMENTOS MASTER BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1141;10702.580000000002;Dezembro
2025-12-23;10004220;ATACADO COPO GELADO;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;1;VENDA;824;8503.68;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013094;Bebidas Energéticas Premium;10020283;Energético Red Blue Summer Edition 250ml;1;VENDA;1239;8858.85;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;3;BONIFICAÇÃO;17;40.8;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;3;BONIFICAÇÃO;11;22.44;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;90013060;Bebidas Prontas para Consumo (RTD);10005777;Cocktail de Frutas Lata 269ml;1;VENDA;838;5371.58;Dezembro
2025-12-23;10004225;DISTRIBUIDORA BRINDE ATIVO;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;1451;12812.33;Dezembro
2025-12-23;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;284;3848.2000000000003;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;1975;34266.25;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;1177;21527.329999999998;Dezembro
2025-12-23;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;1137;19419.96;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;794;7400.08;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1454;16415.66;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1756;9622.880000000001;Dezembro
2025-12-23;10004232;COMERCIAL ALPHA BEBIDAS;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;1203;18189.36;Dezembro
2025-12-23;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;91503409;Bebidas Prontas Geladas;10021535;Hard Seltzer Amora 310ml;1;VENDA;1931;29911.19;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013014;Sucos Naturais Premium;10008339;Suco de Laranja Integral 2L;1;VENDA;1814;18829.32;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013094;Bebidas Energéticas Premium;10020280;Energético Red Blue Original 250ml;1;VENDA;1768;14868.880000000001;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013060;Bebidas Prontas para Consumo (RTD);10003702;Vodka e Maçã Verde Lata 269ml;1;VENDA;946;9299.18;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;16;259.84;Dezembro
2025-12-23;10001683;ATACADISTA BRINDE AMIGO;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;328;6169.679999999999;Dezembro
2025-12-23;10001683;ATACADISTA BRINDE AMIGO;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;303;2769.42;Dezembro
2025-12-23;10004001;LOGÍSTICA GARRAFAS & LOG;90013071;Destilados Clássicos;10015725;Cachaça Envelhecida Clássica 600ml;1;VENDA;1846;24939.46;Dezembro
2025-12-23;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;623;10559.85;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;1120;10024.0;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;3;BONIFICAÇÃO;23;87.63;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;785;11916.3;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;3;BONIFICAÇÃO;8;29.12;Dezembro
2025-12-23;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013014;Sucos Naturais Premium;10008337;Suco de Laranja Integral 500ml;1;VENDA;1423;26595.870000000003;Dezembro
2025-12-23;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015857;Drink Misto Peach 269ml;1;VENDA;1228;24056.52;Dezembro
2025-12-23;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;1864;34912.72;Dezembro
2025-12-23;10004006;SUPRIMENTOS GARRAFAS & COPO;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;592;4907.679999999999;Dezembro
2025-12-23;10004007;LOGÍSTICA GUARDA BEBIDAS;91503409;Bebidas Prontas Geladas;10021539;Hard Seltzer Guaraná 310ml;1;VENDA;1522;15235.22;Dezembro
2025-12-23;10004201;SUPRIMENTOS PREMIUM BEVERAGES;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;820;13185.599999999999;Dezembro
2025-12-23;10004201;SUPRIMENTOS PREMIUM BEVERAGES;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;688;4760.96;Dezembro
2025-12-23;10004202;CENTRAL CONFORT BEBIDAS;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;799;7422.709999999999;Dezembro
2025-12-23;10004202;CENTRAL CONFORT BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;1769;15549.509999999998;Dezembro
2025-12-23;10004203;ATACADISTA BRINDE FINO;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;2;DEVOLUÇÃO DE VENDA;-63;-335.16;Dezembro
2025-12-23;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;3;BONIFICAÇÃO;3;5.9399999999999995;Dezembro
2025-12-23;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013221;Produção de Bebidas em Escala;10005054;Gás Carbônico Alimentício 20kg;1;VENDA;759;7977.09;Dezembro
2025-12-23;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;731;13340.75;Dezembro
2025-12-23;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001864;Refri Cola Original 250ml;1;VENDA;545;5199.299999999999;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;1792;14891.52;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;90013018;Destilados Premium;10002994;Vodka Destilada Premium 1L;1;VENDA;613;9268.56;Dezembro
2025-12-23;10004225;DISTRIBUIDORA BRINDE ATIVO;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;934;16709.260000000002;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005777;Cocktail de Frutas Lata 269ml;3;BONIFICAÇÃO;44;220.0;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;428;6723.88;Dezembro
2025-12-23;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;181;3248.95;Dezembro
2025-12-23;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;1955;17868.7;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;428;7849.5199999999995;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;75;548.25;Dezembro
2025-12-23;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013060;Bebidas Prontas para Consumo (RTD);10003696;Gin Tônica Limão 269ml;1;VENDA;740;6304.799999999999;Dezembro
2025-12-23;10004230;SUPRIMENTOS GARRAFAS & SABORES;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1510;10615.300000000001;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;1;VENDA;231;4040.1899999999996;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;736;5902.719999999999;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;680;11893.199999999999;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1015;7764.75;Dezembro
2025-12-23;10004232;COMERCIAL ALPHA BEBIDAS;90013005;Destilados Envelhecidos;10013358;Whisky Single Malt 12 Anos 750ml;1;VENDA;1031;15104.15;Dezembro
2025-12-23;10004232;COMERCIAL ALPHA BEBIDAS;90013032;Vinhos Tintos Importados;10003736;Vinho Tinto Malbec Argentino 750ml;1;VENDA;1510;10328.4;Dezembro
2025-12-23;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;1;VENDA;1386;20235.6;Dezembro
2025-12-23;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;265;1582.05;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013011;Cervejas Lager Tradicionais;10001628;Cerveja Lager Standard 350ml (Lata);1;VENDA;993;13038.09;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013172;Bebidas Mistas Alcoólicas;10015852;Drink Misto Senses 269ml;1;VENDA;1600;10720.0;Dezembro
2025-12-23;10000449;ATACADO BRINDE & CIA;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;1770;28992.6;Dezembro
2025-12-23;10000964;LOGÍSTICA ESSENCIAL BEBIDAS;90013014;Sucos Naturais Premium;10008336;Suco de Laranja Integral 300ml;3;BONIFICAÇÃO;28;32.76;Dezembro
2025-12-23;10004002;COMERCIAL MUNDO DAS BEBIDAS;90013032;Vinhos Tintos Importados;10003736;Vinho Tinto Malbec Argentino 750ml;1;VENDA;609;5846.4;Dezembro
2025-12-23;10004002;COMERCIAL MUNDO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;1333;17395.65;Dezembro
2025-12-23;10004002;COMERCIAL MUNDO DAS BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1190;18171.3;Dezembro
2025-12-23;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013060;Bebidas Prontas para Consumo (RTD);10003635;Gin Tônica em Lata 269ml;1;VENDA;404;2541.16;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005769;Pack 4 Unidades Gin Tônica 269ml;1;VENDA;1450;18183.0;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022965;Energético Focus Max Zero 473ml;1;VENDA;1617;20099.31;Dezembro
2025-12-23;10004005;DISTRIBUIDORA SABOR DAS BEBIDAS;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;1603;22650.390000000003;Dezembro
2025-12-23;10004201;SUPRIMENTOS PREMIUM BEVERAGES;91503409;Bebidas Prontas Geladas;10021534;Hard Seltzer Limão 310ml;1;VENDA;281;2677.93;Dezembro
2025-12-23;10004203;ATACADISTA BRINDE FINO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;485;7231.35;Dezembro
2025-12-23;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1582;21167.16;Dezembro
2025-12-23;10004206;LOGÍSTICA NACIONAL DE BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022639;Soda Limonada Diet 350ml;1;VENDA;1160;12980.4;Dezembro
2025-12-23;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013032;Vinhos Tintos Importados;10024278;Vinho Tinto Merlot Chileno 750ml;1;VENDA;779;10508.710000000001;Dezembro
2025-12-23;10004209;DISTRIBUIDORA VIDA DE BEBIDA;90013094;Bebidas Energéticas Premium;10020281;Energético Red Blue Sugar Free 250ml;1;VENDA;1125;14073.75;Dezembro
2025-12-23;10004210;CENTRAL LOGÍSTICA DAS BEBIDAS;90013153;Refrigerantes Sabor Cola;10001865;Refri Cola Original 600ml;1;VENDA;756;8474.76;Dezembro
2025-12-23;10004211;DISTRIBUIDORA TUDO EM BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1324;25844.48;Dezembro
2025-12-23;10004219;SUPRIMENTOS MASTER BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022946;Energético Focus Max 250ml (Lata);1;VENDA;649;12493.25;Dezembro
2025-12-23;10004219;SUPRIMENTOS MASTER BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022638;Soda Limonada Classic 350ml;1;VENDA;440;2204.4;Dezembro
2025-12-23;10004220;ATACADO COPO GELADO;90013032;Vinhos Tintos Importados;10001164;Vinho Tinto Cabernet Reservado 750ml;1;VENDA;182;1365.0;Dezembro
2025-12-23;10004220;ATACADO COPO GELADO;90013210;Produção de Bebidas em Grande Escala;10023211;Concentrado de Xarope Guaraná 50L;1;VENDA;1254;15073.08;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;716;10081.28;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;856;5521.2;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;438;3920.1;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003698;Gin Tônica Frutas Vermelhas 269ml;1;VENDA;1181;11845.429999999998;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;140;2290.4;Dezembro
2025-12-23;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;1003;11464.289999999999;Dezembro
2025-12-23;10004227;LOGÍSTICA INTEGRAL DE BEBIDAS;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;1;VENDA;1934;27656.2;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;90013006;Bebidas Funcionais Vitaminadas;10022281;Isotônico Citrus Vitaminado 500ml;3;BONIFICAÇÃO;29;37.410000000000004;Dezembro
2025-12-23;10004230;SUPRIMENTOS GARRAFAS & SABORES;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;1;VENDA;1517;16565.64;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022954;Energético Focus Max Pack 6x250ml;1;VENDA;1945;37519.049999999996;Dezembro
2025-12-23;10004231;DISTRIBUIDORA REINO DAS BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;1818;21579.66;Dezembro
2025-12-23;10004232;COMERCIAL ALPHA BEBIDAS;90013006;Bebidas Funcionais Vitaminadas;10022282;Isotônico Uva Vitaminado 500ml;1;VENDA;1909;15233.820000000002;Dezembro
2025-12-23;10004234;LOGÍSTICA BEBIDAS ATACADO FELIZ;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;3;BONIFICAÇÃO;33;66.0;Dezembro
2025-12-23;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;1;VENDA;899;14186.22;Dezembro
2025-12-23;10004236;ATACADISTA SELEÇÃO DE BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;1482;26572.26;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10003700;Vodka e Citrus Lata 269ml;1;VENDA;171;2883.06;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;1320;7629.6;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;774;6865.379999999999;Dezembro
2025-12-23;10004237;LOGÍSTICA MUNDO DAS BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;388;3953.72;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013014;Sucos Naturais Premium;10021324;Néctar de Uva Premium 1L;1;VENDA;480;7958.4;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;1423;15012.650000000001;Dezembro
2025-12-23;10004238;LOGÍSTICA BEBIDAS DO BRASIL;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;1678;23122.84;Dezembro
2025-12-23;10000449;ATACADO BRINDE & CIA;90013022;Insumos para Produção de Bebidas;10026538;Lúpulo em Pellet para Brassagem 5kg;1;VENDA;243;2626.83;Dezembro
2025-12-23;10000449;ATACADO BRINDE & CIA;91503402;Bebidas Energéticas Funcionais;10022949;Energético Focus Max 1L (Garrafa);1;VENDA;28;298.48;Dezembro
2025-12-23;10004001;LOGÍSTICA GARRAFAS & LOG;90013172;Bebidas Mistas Alcoólicas;10015848;Drink Misto Blueberry 269ml;1;VENDA;1918;30860.62;Dezembro
2025-12-23;10004003;REDE BRINDE FELIZ DISTRIBUIÇÃO;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;1252;10329.0;Dezembro
2025-12-23;10004004;CENTRAL DE NUTRIÇÃO E BEBIDAS;90013018;Destilados Premium;10002994;Vodka Destilada Premium 1L;1;VENDA;124;1187.92;Dezembro
2025-12-23;10004007;LOGÍSTICA GUARDA BEBIDAS;90013153;Refrigerantes Sabor Cola;10001866;Refri Cola Original 2L;1;VENDA;1121;8284.19;Dezembro
2025-12-23;10004007;LOGÍSTICA GUARDA BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015859;Drink Misto Green Apple 269ml;1;VENDA;1691;10940.77;Dezembro
2025-12-23;10004011;DISTRIBUIDORA BEM-ESTAR BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1885;11479.65;Dezembro
2025-12-23;10004011;DISTRIBUIDORA BEM-ESTAR BEBIDAS;91503402;Bebidas Energéticas Funcionais;10022953;Energético Focus Max 500ml (Garrafa);1;VENDA;998;19201.519999999997;Dezembro
2025-12-23;10004011;DISTRIBUIDORA BEM-ESTAR BEBIDAS;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;813;15983.58;Dezembro
2025-12-23;10004203;ATACADISTA BRINDE FINO;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;39;538.98;Dezembro
2025-12-23;10004203;ATACADISTA BRINDE FINO;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;124;2294.0;Dezembro
2025-12-23;10004203;ATACADISTA BRINDE FINO;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;1339;16737.5;Dezembro
2025-12-23;10004204;LOGÍSTICA VALE DAS BEBIDAS;90013201;Cervejas Artesanais Premium;10001163;Cerveja Artesanal Alpha Gold 600ml;3;BONIFICAÇÃO;41;142.68;Dezembro
2025-12-23;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013023;Destilados Especiais;10013359;Rum Carta Blanca Especial 1L;1;VENDA;811;13762.669999999998;Dezembro
2025-12-23;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015849;Drink Misto Blueberry 330ml;1;VENDA;865;12187.85;Dezembro
2025-12-23;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015850;Drink Misto Melancia 269ml;1;VENDA;129;1764.72;Dezembro
2025-12-23;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;305;4102.25;Dezembro
2025-12-23;10004205;DISTRIBUIDORA VIVA SABOR BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015853;Drink Misto Fire 269ml;1;VENDA;74;518.74;Dezembro
2025-12-23;10004219;SUPRIMENTOS MASTER BEBIDAS;90013060;Bebidas Prontas para Consumo (RTD);10005775;Pack 12 Unidades Gin Tônica 269ml;2;DEVOLUÇÃO DE VENDA;-179;-2062.08;Dezembro
2025-12-23;10004220;ATACADO COPO GELADO;90013060;Bebidas Prontas para Consumo (RTD);10005775;Pack 12 Unidades Gin Tônica 269ml;13;COMPRA;630;12348.0;Dezembro
2025-12-23;10004221;DISTRIBUIDORA BRINDE & AMIGOS;91503404;Bebidas Gasosas Saborizadas;10022637;Água Tônica com Limão 350ml;1;VENDA;1347;8580.39;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;90013006;Bebidas Funcionais Vitaminadas;10022283;Isotônico Tangerina Vitaminado 500ml;1;VENDA;1338;25047.359999999997;Dezembro
2025-12-23;10004223;LOGÍSTICA BEBIDAS DO SUL;91503404;Bebidas Gasosas Saborizadas;10022636;Água Tônica Tradicional 350ml;1;VENDA;749;4583.88;Dezembro
2025-12-23;10004225;DISTRIBUIDORA BRINDE ATIVO;90013041;Cervejas Artesanais Lupuladas;10008019;Cerveja IPA Imperial Lúpulo 473ml;1;VENDA;754;13911.3;Dezembro
2025-12-23;10004225;DISTRIBUIDORA BRINDE ATIVO;90013172;Bebidas Mistas Alcoólicas;10015855;Drink Misto Pineapple 269ml;1;VENDA;529;4887.96;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013159;Cervejas Puro Malte;10002818;Cerveja Puro Malte Premium 355ml;1;VENDA;546;3609.0600000000004;Dezembro
2025-12-23;10004226;LOGÍSTICA CENTRAL DE BEBIDAS;90013172;Bebidas Mistas Alcoólicas;10015851;Drink Misto Maracujá 269ml;1;VENDA;1717;8585.0;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;90013060;Bebidas Prontas para Consumo (RTD);10003635;Gin Tônica em Lata 269ml;1;VENDA;1504;16739.52;Dezembro
2025-12-23;10004228;SUPRIMENTOS BRINDE UNIDO;90013172;Bebidas Mistas Alcoólicas;10015854;Pack Econômico Drink Misto 269ml;1;VENDA;701;11482.38;Dezembro
